scc_size,number_of_edges_inside_scc,number_of_edges_to_other_sccs,scc_largest_path_sum,scc_longest_dfs_path,outdegree_inside_scc,outdegree_outside_scc,indegree_inside_scc,longest_path_using_dfs_paths,first_dfs_path_used,longest_path
8,14,4,9,8,2,0,2,7,6,9
1,0,1,50,1,0,1,0,50,1,49
1,0,1,144,1,0,1,0,144,1,142
1,0,1,89,1,0,1,0,89,1,88
1,0,1,18,1,0,1,0,18,1,17
1,0,1,188,1,0,1,0,188,1,186
7,12,0,7,6,1,0,1,6,6,6
1,0,1,263,1,0,1,0,263,1,261
1,0,1,58,1,0,1,0,58,1,57
9,15,0,9,8,1,0,2,7,7,7
12,30,1,13,11,2,0,2,11,11,13
11,20,7,12,10,1,0,2,10,9,11
6,8,6,8,6,1,0,2,7,6,7
1,0,1,103,1,0,1,0,103,1,102
1,0,1,48,1,0,1,0,48,1,47
13,33,3,15,9,2,0,3,10,8,13
1,0,1,217,1,0,1,0,217,1,215
1,0,1,30,1,0,1,0,30,1,29
12,29,0,12,12,3,0,2,8,8,12
14,36,2,15,13,2,0,2,7,7,13
10,23,5,12,9,2,0,3,11,9,11
10,21,2,11,10,3,0,3,7,7,10
9,15,3,10,8,2,0,2,7,7,9
1,0,1,97,1,0,1,0,97,1,96
6,9,6,8,6,2,1,2,7,5,7
12,27,2,13,11,2,0,1,10,9,13
16,48,2,17,15,3,0,4,9,9,17
11,23,3,13,9,3,0,3,9,7,9
1,0,1,17,1,0,1,0,17,1,16
1,0,1,13,1,0,1,0,13,1,12
43,1806,44,198,43,42,1,42,165,10,196
11,21,1,12,10,3,0,2,7,7,10
1,0,1,15,1,0,1,0,15,1,14
1,0,1,262,1,0,1,0,262,1,260
1,0,1,11,1,0,1,0,11,1,10
1,0,1,103,1,0,1,0,103,1,102
1,0,1,63,1,0,1,0,63,1,61
84,6972,85,193,84,83,1,83,164,55,191
61,3660,62,191,61,60,1,60,180,50,189
1,0,1,26,1,0,1,0,26,1,25
9,18,3,10,8,1,0,4,9,8,9
12,30,2,13,11,3,0,2,7,6,13
125,15500,126,139,125,124,1,124,115,101,137
1,0,1,113,1,0,1,0,113,1,112
1,0,1,25,1,0,1,0,25,1,24
10,21,2,12,9,3,0,2,8,8,9
10,19,2,11,10,1,0,2,9,9,9
11,23,0,11,11,3,0,3,6,6,11
108,11556,109,248,108,107,1,107,163,23,246
6,7,4,9,6,1,0,1,8,5,8
1,0,1,231,1,0,1,0,231,1,229
1,0,1,163,1,0,1,0,163,1,161
1,0,1,126,1,0,1,0,126,1,125
7,12,3,9,6,1,0,1,6,4,6
6,8,7,11,6,1,0,2,10,6,10
1,0,1,54,1,0,1,0,54,1,53
1,0,1,26,1,0,1,0,26,1,25
8,12,2,10,8,2,0,1,6,5,9
1,0,1,55,1,0,1,0,55,1,54
1,0,1,3,1,0,1,0,3,1,2
1,0,1,4,1,0,1,0,4,1,3
1,0,1,42,1,0,1,0,42,1,41
1,0,1,38,1,0,1,0,38,1,37
1,0,1,39,1,0,1,0,39,1,38
10,22,2,11,9,1,0,3,9,8,9
8,13,2,10,8,1,0,1,8,8,8
1,0,1,168,1,0,1,0,168,1,166
103,10506,104,204,103,102,1,102,184,83,202
10,23,1,11,9,1,0,3,9,8,10
8,15,4,10,8,2,0,3,8,7,8
19,342,20,60,19,18,1,18,48,7,58
1,0,1,198,1,0,1,0,198,1,196
9,19,1,10,9,2,0,1,9,9,9
9,19,4,11,8,2,0,2,7,5,9
1,0,1,121,1,0,1,0,121,1,120
13,29,2,14,12,2,0,4,11,11,12
11,24,1,12,10,2,0,2,9,9,11
7,11,2,9,7,2,0,2,6,4,6
14,37,3,15,12,3,0,4,6,6,14
1,0,1,20,1,0,1,0,20,1,19
13,32,3,15,11,3,0,2,6,4,13
12,30,1,13,11,3,0,3,8,8,11
1,0,1,172,1,0,1,0,172,1,171
1,0,1,16,1,0,1,0,16,1,15
11,24,4,13,11,2,0,2,7,5,13
6,9,5,10,6,1,1,2,7,6,7
18,306,19,52,18,17,2,17,52,18,50
1,0,1,3,1,0,1,0,3,1,2
9,19,4,11,9,1,0,3,8,6,8
1,0,1,70,1,0,1,0,70,1,68
1,0,1,191,1,0,1,0,191,1,189
1,0,1,145,1,0,1,0,145,1,143
9,17,4,11,8,1,0,3,8,6,9
11,25,2,12,11,3,0,3,8,8,12
92,8372,93,154,92,91,1,91,68,6,152
67,4422,68,182,67,66,1,66,159,44,180
1,0,1,7,1,0,1,0,7,1,6
66,4290,67,164,66,65,1,65,161,63,162
1,0,1,60,1,0,1,0,60,1,59
13,34,4,15,12,2,0,4,14,12,15
1,0,1,12,1,0,1,0,12,1,11
10,20,2,11,9,3,0,3,7,7,8
12,29,2,13,11,3,0,4,5,4,11
3,4,5,7,3,2,1,1,6,3,6
1,0,1,9,1,0,1,0,9,1,8
8,16,4,9,7,3,0,3,5,4,7
8,16,3,9,8,2,0,2,8,7,9
4,5,5,7,4,1,0,1,6,4,6
10,20,2,11,10,2,0,3,10,10,10
102,10302,103,141,102,101,1,101,100,61,139
12,23,2,13,12,2,0,2,10,9,12
36,1260,37,89,36,35,1,35,77,24,87
1,0,1,13,1,0,1,0,13,1,12
1,0,1,56,1,0,1,0,56,1,55
1,0,1,113,1,0,1,0,113,1,111
1,0,1,72,1,0,1,0,72,1,71
65,4160,66,180,65,64,1,64,173,58,178
8,13,6,10,8,2,0,3,6,5,7
6,8,7,9,6,1,1,2,8,6,8
47,2162,48,99,47,46,1,46,88,36,97
1,0,1,198,1,0,1,0,198,1,196
1,0,1,116,1,0,1,0,116,1,115
1,0,1,61,1,0,1,0,61,1,60
7,12,0,7,7,2,0,2,4,4,4
7,13,1,8,7,2,0,3,7,7,7
12,31,2,13,12,1,0,2,11,10,11
1,0,1,78,1,0,1,0,78,1,76
6,9,4,8,6,1,0,2,6,4,6
7,11,1,8,7,2,0,1,6,6,7
10,19,1,11,9,1,0,1,9,9,10
10,20,3,11,10,1,0,3,10,9,10
1,0,1,149,1,0,1,0,149,1,148
11,23,6,13,11,2,0,3,11,9,11
12,31,0,12,10,2,0,3,10,10,10
9,15,3,10,8,1,0,3,6,5,6
10,23,2,11,10,2,0,2,6,5,11
1,0,1,170,1,0,1,0,170,1,168
9,19,2,10,9,2,0,2,7,7,7
9,18,3,10,9,2,0,4,8,7,8
1,0,1,170,1,0,1,0,170,1,168
8,15,2,9,7,1,1,1,7,7,7
1,0,1,80,1,0,1,0,80,1,78
81,6480,82,200,81,80,1,80,163,44,198
1,0,1,50,1,0,1,0,50,1,49
1,0,1,38,1,0,1,0,38,1,37
13,37,2,14,13,3,0,3,6,6,14
1,0,1,206,1,0,1,0,206,1,204
1,0,1,26,1,0,1,0,26,1,25
1,0,1,45,1,0,1,0,45,1,44
7,13,2,8,7,3,0,2,6,5,6
7,14,6,11,7,1,0,4,9,6,9
13,32,3,15,13,3,0,3,6,4,14
9,17,4,11,9,2,0,3,9,9,9
11,21,2,13,10,2,0,1,9,7,10
1,0,1,6,1,0,1,0,6,1,5
51,2550,52,117,51,50,1,50,86,20,115
1,0,1,41,1,0,1,0,41,1,40
9,16,1,11,8,2,0,2,6,4,9
1,0,1,135,1,0,1,0,135,1,133
10,23,2,11,10,2,0,3,9,9,10
9,17,1,10,9,2,0,1,9,8,9
11,29,2,12,9,2,0,3,10,9,12
10,18,4,12,10,1,0,2,8,6,10
1,0,1,42,1,0,1,0,42,1,41
1,0,1,148,1,0,1,0,148,1,147
15,210,16,109,15,14,1,14,108,14,107
1,0,1,47,1,0,1,0,47,1,46
7,9,2,8,7,1,0,1,7,6,7
1,0,1,90,1,0,1,0,90,1,89
11,24,5,13,11,1,0,2,11,10,11
1,0,1,54,1,0,1,0,54,1,53
10,22,3,12,10,3,0,3,7,5,12
1,0,1,90,1,0,1,0,90,1,89
1,0,1,51,1,0,1,0,51,1,50
1,0,1,69,1,0,1,0,69,1,68
10,21,1,11,10,3,0,3,6,6,9
1,0,1,41,1,0,1,0,41,1,40
8,15,1,10,8,1,0,3,8,6,8
12,28,3,14,11,2,0,4,11,9,13
11,25,3,13,11,2,0,2,7,7,11
7,12,6,10,7,2,0,2,8,5,8
91,8190,92,222,91,90,1,90,163,32,220
1,0,1,111,1,0,1,0,111,1,109
8,13,7,11,8,1,0,2,10,7,10
21,420,22,65,21,20,1,20,52,8,63
15,45,2,16,14,2,0,3,14,13,16
1,0,1,195,1,0,1,0,195,1,193
137,18632,138,284,137,136,1,136,248,101,282
1,0,1,82,1,0,1,0,82,1,80
8,15,1,9,7,1,0,1,7,7,7
9,20,2,10,9,3,0,3,5,5,8
1,0,1,41,1,0,1,0,41,1,40
1,0,1,201,1,0,1,0,201,1,199
10,18,2,11,10,1,0,2,9,9,9
14,182,15,16,14,13,1,13,6,4,14
8,14,1,9,8,2,0,3,8,8,8
1,0,1,186,1,0,1,0,186,1,184
5,7,4,10,4,1,0,1,8,4,8
9,16,1,10,8,2,0,1,8,8,8
1,0,1,130,1,0,1,0,130,1,128
1,0,1,39,1,0,1,0,39,1,37
100,9900,101,114,100,99,2,99,114,100,112
48,2256,49,227,48,47,1,47,186,7,225
12,28,1,13,11,2,0,3,6,5,12
1,0,1,51,1,0,1,0,51,1,49
1,0,1,77,1,0,1,0,77,1,75
10,22,4,12,9,3,0,3,6,4,12
8,15,3,9,7,3,0,2,7,6,8
9,16,2,10,8,2,0,2,8,8,9
12,30,4,14,11,1,0,3,13,11,13
10,21,3,11,9,3,0,4,5,4,9
1,0,2,42,1,0,2,0,42,1,41
14,39,1,15,12,3,0,4,8,8,13
12,31,0,12,12,3,0,4,7,7,12
11,24,1,12,10,1,0,1,10,10,10
1,0,1,78,1,0,1,0,78,1,76
10,22,5,12,8,1,0,3,8,6,10
9,18,2,10,9,2,0,2,9,8,9
14,40,2,15,14,3,0,4,7,7,14
1,0,1,20,1,0,1,0,20,1,19
3,3,2,8,3,1,1,1,6,1,6
90,8010,91,95,90,89,1,89,9,4,93
11,22,0,11,10,2,0,1,9,9,10
11,24,1,12,8,3,0,1,7,6,10
11,28,5,14,11,1,0,4,11,8,11
8,14,2,9,8,2,0,2,7,7,7
9,16,6,11,9,2,0,2,7,5,10
1,0,1,239,1,0,1,0,239,1,237
12,27,7,14,10,2,0,3,11,9,14
11,27,2,12,10,2,0,4,9,8,10
130,16770,131,202,130,129,1,129,150,78,200
1,0,1,31,1,0,1,0,31,1,30
1,0,1,177,1,0,1,0,177,1,176
1,0,1,149,1,0,1,0,149,1,147
10,23,3,11,9,1,0,4,9,8,9
8,16,2,10,8,2,0,2,8,6,9
1,0,1,73,1,0,1,0,73,1,72
10,17,2,11,9,1,0,2,8,8,9
5,7,6,8,5,1,1,3,7,4,7
1,0,1,141,1,0,1,0,141,1,139
135,18090,136,148,135,134,1,134,96,83,146
8,15,1,9,8,2,0,3,7,6,7
1,0,1,19,1,0,1,0,19,1,18
1,0,1,54,1,0,1,0,54,1,53
7,12,3,8,7,2,0,3,7,7,7
19,342,20,24,19,18,1,18,10,5,22
11,29,2,12,10,2,0,2,10,9,11
1,0,1,64,1,0,1,0,64,1,63
1,0,1,111,1,0,1,0,111,1,109
1,0,1,62,1,0,1,0,62,1,61
1,0,1,181,1,0,1,0,181,1,179
5,7,3,7,5,2,0,1,5,3,6
9,18,3,10,8,2,0,3,6,5,10
1,0,1,155,1,0,1,0,155,1,153
9,16,2,11,9,2,0,1,10,8,10
26,650,27,183,26,25,1,25,160,3,181
11,23,2,12,11,2,0,2,9,9,11
11,20,1,12,10,1,0,3,9,9,9
9,18,1,10,8,1,0,3,8,7,8
54,2862,55,170,54,53,1,53,118,2,168
9,15,0,9,8,1,0,1,8,8,8
10,16,2,11,9,1,0,1,10,9,10
12,28,0,12,11,2,0,4,8,8,10
10,19,2,11,10,2,0,2,10,10,10
9,19,4,10,9,3,0,3,6,5,9
11,27,2,12,9,2,0,4,9,9,9
13,30,3,14,11,2,0,3,10,9,11
79,6162,80,205,79,78,1,78,139,13,203
15,43,5,17,15,2,0,4,15,15,17
41,1640,42,128,41,40,1,40,114,27,126
5,7,1,6,5,1,0,2,5,5,5
1,0,1,85,1,0,1,0,85,1,84
13,29,0,13,11,2,0,2,9,9,13
10,20,1,11,10,2,0,4,8,7,9
12,27,3,13,12,3,0,3,7,6,12
12,30,1,13,11,3,0,4,8,8,11
132,17292,133,153,132,131,1,131,34,13,151
1,0,1,81,1,0,1,0,81,1,80
12,26,2,13,12,3,0,2,9,9,12
1,0,1,8,1,0,1,0,8,1,7
1,0,1,11,1,0,1,0,11,1,10
1,0,1,124,1,0,1,0,124,1,122
1,0,1,5,1,0,1,0,5,1,4
11,22,5,12,10,2,0,2,8,7,9
1,0,1,59,1,0,1,0,59,1,57
12,27,3,14,10,3,0,3,10,8,11
11,22,5,13,9,2,0,3,9,7,11
13,34,0,13,12,3,0,4,7,7,12
1,0,1,17,1,0,1,0,17,1,16
46,2070,47,86,46,45,1,45,60,20,84
33,1056,34,65,33,32,1,32,46,14,63
11,28,3,13,10,1,0,3,11,9,12
1,0,1,75,1,0,1,0,75,1,74
1,0,1,196,1,0,1,0,196,1,194
42,1722,43,101,42,41,1,41,80,21,99
126,15750,127,212,126,125,1,125,153,67,210
9,18,3,10,8,3,0,3,5,4,8
9,15,1,10,9,1,0,2,8,8,8
11,25,1,12,11,3,0,2,7,7,11
13,30,5,15,13,1,0,2,14,13,15
6,9,8,11,6,2,1,2,10,5,10
13,34,2,14,12,2,0,3,12,12,13
4,5,6,11,4,1,1,2,9,3,9
10,20,1,11,9,1,0,2,9,8,9
11,23,1,12,9,1,0,3,9,9,9
1,0,1,59,1,0,1,0,59,1,58
8,14,6,9,7,1,0,2,8,7,8
25,600,26,103,25,24,1,24,96,18,101
11,24,5,12,11,1,0,3,10,9,10
48,2256,49,227,48,47,1,47,197,18,225
1,0,1,207,1,0,1,0,207,1,205
9,18,1,10,9,2,0,2,6,5,9
5,8,4,8,5,2,0,3,6,3,6
8,14,1,9,7,1,0,1,7,6,7
1,0,1,6,1,0,1,0,6,1,5
12,28,0,12,11,2,0,2,8,8,12
1,0,1,316,1,0,1,0,316,1,314
122,14762,123,148,122,121,1,121,130,104,146
1,0,1,199,1,0,1,0,199,1,197
1,0,2,8,1,0,2,0,7,1,8
6,9,2,10,6,2,0,2,8,5,8
11,25,3,13,9,3,0,1,6,4,12
9,21,3,11,9,1,0,4,10,8,10
1,0,1,4,1,0,1,0,4,1,3
1,0,1,32,1,0,1,0,32,1,31
10,21,0,10,10,2,0,2,9,9,9
10,18,3,11,9,2,0,3,7,7,10
113,12656,114,169,113,112,1,112,105,49,167
10,21,1,11,10,1,0,2,10,10,10
11,20,1,13,9,2,0,3,8,8,10
11,22,2,12,11,3,0,2,6,6,11
12,31,1,13,12,3,0,4,7,7,12
6,7,2,8,6,1,0,1,7,5,7
9,16,5,12,8,2,0,2,9,6,11
9,17,3,11,9,1,1,1,8,7,8
50,2450,51,75,50,49,1,49,34,9,73
1,0,1,182,1,0,1,0,182,1,180
51,2550,52,110,51,50,1,50,63,4,108
1,0,1,54,1,0,1,0,54,1,53
1,0,1,53,1,0,1,0,53,1,52
1,0,1,202,1,0,1,0,202,1,200
10,23,0,10,9,2,0,2,9,9,9
92,8372,93,185,92,91,1,91,163,70,183
1,0,1,126,1,0,1,0,126,1,125
9,17,4,12,8,1,0,2,10,7,10
1,0,1,131,1,0,1,0,131,1,129
1,0,1,63,1,0,1,0,63,1,61
1,0,1,235,1,0,1,0,235,1,233
1,0,1,109,1,0,1,0,109,1,108
10,18,1,11,8,1,0,2,7,6,7
7,12,7,8,6,2,1,3,6,5,6
8,16,2,9,8,2,0,4,8,7,8
5,8,3,7,5,1,0,2,6,4,6
10,21,3,12,10,2,0,3,11,9,11
12,27,3,14,11,3,0,3,9,7,12
10,21,1,11,9,1,0,2,9,8,9
59,3422,60,78,59,58,1,58,33,14,76
1,0,1,145,1,0,1,0,145,1,143
12,31,3,13,10,1,0,4,10,9,11
12,26,4,13,10,3,0,4,7,7,11
9,16,4,11,9,2,0,2,5,3,6
1,0,1,181,1,0,1,0,181,1,179
1,0,1,146,1,0,1,0,146,1,144
11,24,4,12,10,3,0,3,5,4,10
8,14,2,9,8,2,0,2,8,7,8
7,13,4,8,6,2,0,2,5,4,7
14,182,15,15,14,13,2,13,15,14,13
1,0,1,164,1,0,1,0,164,1,162
129,16512,130,289,129,128,1,128,264,104,287
1,0,1,75,1,0,1,0,75,1,74
8,14,1,9,7,1,1,1,5,5,5
21,420,22,58,21,20,1,20,55,18,56
1,0,1,127,1,0,1,0,127,1,126
1,0,2,12,1,0,2,0,12,1,11
1,0,1,39,1,0,1,0,39,1,38
13,32,5,15,12,3,0,4,7,7,14
92,8372,93,154,92,91,1,91,133,71,152
11,24,3,13,10,1,0,3,10,10,10
42,1722,43,101,42,41,1,41,68,9,99
1,0,1,206,1,0,1,0,206,1,204
8,15,6,11,7,1,0,3,6,3,6
120,14280,121,127,120,119,1,119,34,27,125
1,0,1,147,1,0,1,0,147,1,146
1,0,1,32,1,0,1,0,32,1,31
10,20,1,11,9,2,0,3,8,8,8
1,0,1,63,1,0,1,0,63,1,62
11,26,5,13,11,2,0,3,11,9,12
11,25,1,12,8,2,0,3,7,6,8
1,0,1,164,1,0,1,0,164,1,162
11,23,3,13,9,2,0,2,8,6,11
13,156,14,51,13,12,1,12,46,8,49
6,10,5,8,6,1,0,3,6,5,6
7,12,4,9,6,2,0,1,8,6,8
1,0,1,33,1,0,1,0,33,1,32
1,0,1,55,1,0,1,0,55,1,53
39,1482,40,136,39,38,1,38,131,34,134
12,28,0,12,11,2,0,3,9,9,11
1,0,1,2,1,0,1,0,2,1,1
9,17,2,10,9,1,0,1,9,9,9
13,29,1,14,12,3,0,3,10,10,12
10,22,3,11,8,1,0,3,7,6,9
11,26,3,13,11,3,0,4,9,7,12
8,16,2,9,8,1,0,2,8,8,8
1,0,1,13,1,0,1,0,13,1,12
8,15,3,10,8,1,0,2,7,5,8
1,0,1,41,1,0,1,0,41,1,40
12,29,1,13,11,2,0,3,11,11,12
13,30,2,14,12,2,0,3,8,8,11
1,0,1,204,1,0,1,0,204,1,202
5,7,4,7,5,2,0,1,5,3,5
13,35,3,15,13,3,0,4,8,8,13
12,31,2,13,10,2,0,3,10,10,11
10,22,4,12,10,2,0,4,10,10,10
10,20,2,12,10,2,0,3,7,7,11
11,24,5,13,11,2,0,4,12,10,12
54,2862,55,170,54,53,1,53,168,52,168
1,0,1,21,1,0,1,0,21,1,20
10,21,3,12,9,1,0,2,9,7,10
1,0,1,170,1,0,1,0,170,1,168
1,0,1,163,1,0,1,0,163,1,161
1,0,1,37,1,0,1,0,37,1,36
48,2256,49,112,48,47,1,47,97,33,110
11,26,2,12,10,2,0,3,10,10,10
63,3906,64,141,63,62,1,62,91,13,139
1,0,1,8,1,0,1,0,7,1,7
1,0,1,46,1,0,1,0,46,1,44
1,0,1,162,1,0,1,0,162,1,160
1,0,1,109,1,0,1,0,109,1,107
1,0,1,172,1,0,1,0,172,1,170
4,5,5,9,4,1,1,2,8,4,8
14,36,3,15,13,2,0,3,6,5,14
1,0,1,3,1,0,1,0,3,1,2
1,0,1,24,1,0,1,0,24,1,23
10,21,0,10,10,2,0,3,7,7,9
11,24,1,12,10,1,0,3,8,8,10
9,15,1,10,8,1,0,3,7,7,7
50,2450,51,62,50,49,1,49,15,3,60
1,0,1,62,1,0,1,0,62,1,61
1,0,1,168,1,0,1,0,168,1,166
11,25,3,12,9,2,0,4,9,8,10
1,0,1,39,1,0,1,0,39,1,38
1,0,1,145,1,0,1,0,145,1,143
81,6480,82,125,81,80,1,80,59,15,123
9,18,4,11,8,3,0,3,6,4,8
12,28,1,13,12,3,0,4,8,8,12
39,1482,40,148,39,38,1,38,126,17,146
1,0,0,1,1,0,0,0,1,1,0
1,0,1,56,1,0,1,0,56,1,54
1,0,1,157,1,0,1,0,157,1,156
8,15,2,10,8,3,0,2,7,7,7
1,0,1,65,1,0,1,0,65,1,63
11,24,1,12,11,2,0,3,9,9,11
1,0,1,30,1,0,1,0,30,1,29
9,18,2,10,9,2,0,2,7,6,9
56,3080,57,95,56,55,1,55,76,37,93
7,14,1,8,7,1,0,4,7,7,7
10,19,1,11,8,3,0,1,8,8,9
1,0,1,38,1,0,1,0,38,1,37
1,0,1,78,1,0,1,0,78,1,77
1,0,1,139,1,0,1,0,139,1,137
1,0,1,74,1,0,1,0,74,1,72
1,0,1,83,1,0,1,0,83,1,82
1,0,1,139,1,0,1,0,139,1,137
11,26,5,12,11,1,0,4,11,10,11
1,0,2,10,1,0,2,0,9,1,9
1,0,1,173,1,0,1,0,173,1,171
1,0,1,55,1,0,1,0,55,1,53
12,30,3,14,10,3,0,3,10,8,12
11,24,1,12,10,3,0,3,6,6,9
1,0,1,148,1,0,1,0,148,1,147
11,25,2,13,11,3,0,2,7,7,12
1,0,1,238,1,0,1,0,238,1,236
7,13,2,8,7,3,0,2,5,4,6
1,0,1,111,1,0,1,0,111,1,110
112,12432,113,115,112,111,1,111,23,20,113
11,22,2,12,11,1,0,2,11,11,11
1,0,1,18,1,0,1,0,18,1,17
1,0,1,109,1,0,1,0,109,1,108
1,0,1,11,1,0,1,0,11,1,10
11,25,4,13,10,2,0,3,12,10,12
12,29,2,13,12,3,0,3,7,7,12
11,24,5,12,11,2,0,2,10,9,10
1,0,1,136,1,0,1,0,136,1,134
1,0,1,214,1,0,1,0,214,1,212
8,14,2,9,8,1,0,2,8,7,8
1,0,1,248,1,0,1,0,248,1,246
1,0,1,22,1,0,1,0,22,1,21
11,27,3,13,10,2,0,2,11,9,11
1,0,1,2,1,0,1,0,2,1,1
11,20,6,12,10,2,0,3,7,6,10
1,0,1,87,1,0,1,0,87,1,86
1,0,1,52,1,0,1,0,52,1,51
10,20,2,12,10,2,0,3,8,6,10
1,0,1,2,1,0,1,0,2,1,1
13,35,1,14,12,1,0,4,12,12,12
108,11556,109,248,108,107,1,107,147,7,246
1,0,1,12,1,0,1,0,12,1,11
10,20,5,12,9,1,0,3,9,7,9
9,19,3,11,9,2,0,3,9,7,10
1,0,1,33,1,0,1,0,33,1,32
1,0,1,71,1,0,1,0,71,1,70
1,0,1,140,1,0,1,0,140,1,138
9,19,1,10,9,2,0,2,9,8,9
41,1640,42,128,41,40,1,40,102,15,126
11,26,1,12,11,3,0,2,6,6,11
8,14,2,10,7,1,0,2,7,5,7
8,13,6,10,7,1,0,2,7,6,7
43,1806,44,187,43,42,1,42,174,30,185
7,12,2,8,7,2,0,2,7,6,7
9,19,1,10,9,3,0,3,9,9,9
7,12,4,9,7,2,0,3,7,6,7
1,0,1,17,1,0,1,0,17,1,16
10,21,2,12,9,3,0,3,5,3,10
1,0,1,197,1,0,1,0,197,1,195
1,0,1,35,1,0,1,0,35,1,34
8,15,5,10,8,2,0,3,8,6,8
10,20,3,12,10,1,0,2,11,9,12
153,23256,154,330,153,152,1,152,248,71,328
1,0,1,149,1,0,1,0,149,1,147
8,15,2,10,8,1,0,2,7,5,7
1,0,1,80,1,0,1,0,80,1,78
1,0,1,36,1,0,1,0,36,1,34
1,0,1,122,1,0,1,0,122,1,121
5,6,2,7,5,1,0,2,5,4,5
1,0,1,139,1,0,1,0,139,1,138
1,0,1,218,1,0,1,0,218,1,216
128,16256,129,255,128,127,1,127,207,80,253
67,4422,68,122,67,66,1,66,105,50,120
1,0,1,243,1,0,1,0,243,1,241
1,0,1,155,1,0,1,0,155,1,153
8,14,7,10,8,2,0,2,7,5,9
1,0,1,37,1,0,1,0,37,1,36
1,0,1,226,1,0,1,0,226,1,224
8,13,3,11,8,1,0,1,8,8,8
1,0,1,28,1,0,1,0,28,1,27
9,17,0,9,8,3,0,3,6,6,9
12,23,1,13,10,2,0,2,7,7,11
11,26,0,11,11,2,0,4,10,10,11
12,27,3,14,9,2,0,2,10,8,11
37,1332,38,40,37,36,1,36,21,18,38
1,0,1,12,1,0,1,0,12,1,11
10,20,0,10,10,2,0,1,6,6,9
9,17,9,11,9,1,0,3,8,6,10
1,0,1,127,1,0,1,0,127,1,126
58,3306,59,144,58,57,1,57,104,18,142
1,0,1,206,1,0,1,0,206,1,204
5,7,3,9,4,1,0,1,7,4,7
10,16,1,12,10,2,0,1,10,10,10
8,14,7,10,8,2,0,2,8,6,9
1,0,1,94,1,0,1,0,94,1,92
13,34,4,15,12,3,0,3,7,5,14
9,18,1,10,8,1,0,1,7,7,9
31,930,32,154,31,30,1,30,150,27,152
1,0,1,92,1,0,1,0,92,1,91
10,18,0,10,9,2,0,1,8,8,9
12,28,0,12,12,2,0,3,6,6,11
1,0,1,96,1,0,1,0,96,1,95
33,1056,34,150,33,32,1,32,120,3,148
11,25,3,12,9,2,0,3,9,8,11
36,1260,37,89,36,35,1,35,76,23,87
7,10,1,8,7,1,0,2,7,7,7
30,870,31,35,30,29,1,29,7,2,33
10,20,4,12,10,2,0,2,10,8,11
61,3660,62,191,61,60,1,60,176,46,189
8,17,5,9,8,2,0,4,7,6,7
13,30,4,15,12,3,0,4,8,8,13
1,0,1,104,1,0,1,0,104,1,102
10,21,3,12,10,3,0,3,6,4,11
1,0,1,305,1,0,1,0,305,1,303
1,0,1,64,1,0,1,0,64,1,63
10,21,1,11,10,1,0,1,9,9,10
12,28,4,14,11,2,0,2,13,11,14
1,0,1,26,1,0,1,0,26,1,25
1,0,1,193,1,0,1,0,193,1,191
7,13,2,9,7,2,0,3,8,6,8
10,19,3,11,10,3,0,2,7,6,10
1,0,1,160,1,0,1,0,160,1,159
1,0,1,231,1,0,1,0,231,1,229
1,0,1,254,1,0,1,0,254,1,252
9,16,1,10,9,2,0,3,9,8,9
11,23,0,11,10,2,0,2,6,6,10
8,14,3,10,8,1,0,2,9,8,9
70,4830,71,202,70,69,1,69,162,30,200
13,35,1,14,13,1,0,4,12,11,12
13,29,6,14,12,2,0,2,12,11,12
1,0,1,33,1,0,1,0,33,1,32
137,18632,138,203,137,136,1,136,87,21,201
9,18,2,10,9,1,0,2,9,9,9
8,15,5,10,8,3,0,3,7,6,9
1,0,1,213,1,0,1,0,213,1,211
9,19,3,10,9,2,0,4,8,8,9
1,0,1,13,1,0,1,0,13,1,12
22,462,23,29,22,21,1,21,15,8,27
11,25,4,13,10,2,0,4,8,6,13
12,29,1,13,12,2,0,3,12,11,12
1,0,1,184,1,0,1,0,184,1,182
1,0,1,11,1,0,1,0,11,1,10
95,8930,96,107,95,94,1,94,78,66,105
9,16,4,11,9,1,1,1,9,9,9
1,0,1,201,1,0,1,0,201,1,199
1,0,1,118,1,0,1,0,118,1,116
1,0,1,235,1,0,1,0,235,1,233
1,0,1,178,1,0,1,0,178,1,176
8,14,2,10,7,1,0,1,7,5,7
81,6480,82,200,81,80,1,80,153,34,198
6,8,3,8,6,1,0,2,6,4,6
9,18,3,10,8,1,0,3,8,7,8
85,7140,86,156,85,84,1,84,79,8,154
47,2162,48,155,47,46,1,46,132,24,153
42,1722,43,151,42,41,1,41,140,31,149
8,11,4,9,8,1,0,1,8,7,8
1,0,1,230,1,0,1,0,230,1,228
1,0,1,125,1,0,1,0,125,1,123
1,0,1,189,1,0,1,0,189,1,187
1,0,1,17,1,0,1,0,17,1,16
1,0,1,71,1,0,1,0,71,1,69
5,7,4,9,5,1,0,3,8,4,8
1,0,1,103,1,0,1,0,103,1,102
9,18,2,10,8,2,0,3,8,8,8
9,18,3,11,9,2,0,3,10,8,10
11,25,1,12,11,2,0,1,6,6,11
1,0,1,45,1,0,1,0,45,1,44
13,34,0,13,13,3,0,3,7,7,13
11,27,2,13,10,2,0,1,11,9,12
10,21,2,11,9,3,0,3,6,6,8
85,7140,86,156,85,84,1,84,137,66,154
9,18,2,10,8,1,0,4,8,7,8
